minute_offset,pv_power,house_load,tariff_price,prod_price,forecast_pv_power
0,0.0,200.9090909090909,0.2534799999999999,0.1534799999999999,0.0
15,0.0,195.0,0.2595,0.1595,0.0
30,0.0,249.23076923076923,0.24599297,0.14599297,0.0
45,0.0,191.25,0.24102703,0.14102703,0.0
60,0.0,182.8571428571429,0.2534799999999999,0.1534799999999999,0.0
75,0.0,156.15384615384616,0.24917976,0.14917976,0.0
90,0.0,179.16666666666666,0.23891024,0.13891024,0.0
105,0.0,212.8571428571429,0.23843,0.13843,0.0
120,0.0,245.8571428571429,0.24004265,0.14004265,0.0
135,0.0,189.23076923076923,0.24406483,0.14406483,0.0
150,0.0,190.0,0.23938,0.13938,0.0
165,0.0,240.2941176470588,0.23843,0.13843,0.0
180,0.0,192.8571428571429,0.2328899999999999,0.1328899999999999,0.0
195,0.0,174.66666666666666,0.2328899999999999,0.1328899999999999,0.0
210,0.0,172.85714285714286,0.231,0.131,0.0
225,0.0,198.125,0.231,0.131,0.0
240,0.0,202.30769230769232,0.2274,0.1274,0.0
255,0.0,160.0,0.2274,0.1274,0.0
270,0.0,192.35294117647052,0.2251,0.1251,0.0
285,0.0,165.5,0.2273,0.1273,0.0
300,0.0,202.59259259259252,0.236,0.136,0.0
315,0.0,178.8,0.2328899999999999,0.1328899999999999,0.0
330,0.0,174.07407407407408,0.22811,0.12811,0.0
345,1258.0357142857142,164.23076923076923,0.2234,0.1234,0.0
360,1521.4827586206898,168.3913043478261,0.2311399999999999,0.1311399999999999,126.0
375,1834.8148148148148,203.07692307692307,0.2328899999999999,0.1328899999999999,223.5
390,2131.777777777778,145.0,0.231,0.131,321.0
405,2406.333333333333,138.33333333333334,0.22537,0.12537,418.5
420,2661.3571428571427,168.0,0.2328899999999999,0.1328899999999999,516.0
435,2857.5172413793102,200.7407407407408,0.22689276,0.12689276,704.5
450,3011.464285714286,162.34920634920636,0.21648,0.11648,893.0
465,3187.655172413793,219.8571428571429,0.21093724,0.11093724,1081.5
480,3337.0689655172414,295.86538461538464,0.21648,0.11648,1270.0
495,3448.777777777778,309.38,0.21211,0.11211,1504.5
510,3601.689655172414,466.96,0.2087,0.1087,1739.0
525,3721.222222222222,707.0612244897959,0.20376,0.10376,1973.5
540,3803.035714285714,389.1960784313725,0.21776,0.11776,2208.0
555,3913.785714285714,963.717391304348,0.21648,0.11648,2436.5
570,3897.034482758621,2261.1346153846152,0.21648,0.11648,2665.0
585,4040.928571428572,1927.9411764705883,0.21218,0.11218,2893.5
600,4087.931034482759,530.6078431372549,0.21648,0.11648,3122.0
615,4144.931034482759,1195.7,0.21,0.11,3289.5
630,4195.107142857143,3144.204081632653,0.199,0.099,3457.0
645,4405.192307692308,4053.586956521739,0.17,0.07,3624.5
660,4258.275862068966,543.82,0.14505,0.04505,3792.0
675,4228.961538461538,436.4255319148936,0.1428,0.0428,3867.0
690,4203.925925925926,299.26,0.13,0.03,3942.0
705,4105.689655172414,301.3125,0.125,0.025,4017.0
720,3972.107142857143,294.3260869565217,0.13664,0.03664,4092.0
735,3739.785714285714,291.25,0.134,0.034,4086.5
750,3704.206896551724,303.7142857142857,0.133,0.033,4081.0
765,3428.6666666666665,1228.9347826086955,0.13,0.03,4075.5
780,3265.3,836.22,0.12899,0.02899,4070.0
795,3081.586206896552,464.9791666666667,0.125,0.025,3976.5
810,3156.5,476.3043478260869,0.125,0.025,3883.0
825,2545.24,414.6410256410256,0.13,0.03,3789.5
840,2593.758620689656,463.4313725490196,0.13,0.03,3696.0
855,2194.620689655173,579.42,0.129,0.029,3509.0
870,2596.758620689656,547.2978723404256,0.133,0.033,3322.0
885,2122.172413793104,334.4313725490196,0.134,0.034,3135.0
900,2008.8620689655168,293.8478260869565,0.13913,0.03913,2948.0
915,1645.5862068965516,292.88,0.133,0.033,2744.0
930,1521.0,215.66666666666663,0.1309899999999999,0.0309899999999999,2540.0
945,1102.0344827586207,219.02325581395348,0.13927,0.03927,2336.0
960,1054.4444444444443,185.34,0.168,0.068,2132.0
975,823.7083333333334,186.3684210526316,0.19641,0.09641,1940.0
990,565.7857142857143,161.30434782608697,0.21034,0.11034,1748.0
1005,339.6,192.77777777777777,0.21648,0.11648,1556.0
1020,215.3913043478261,151.1764705882353,0.21648,0.11648,1364.0
1035,168.1578947368421,133.84615384615384,0.2328899999999999,0.1328899999999999,1204.0
1050,80.6923076923077,132.66666666666666,0.2326,0.1326,1044.0
1065,24.166666666666668,153.33333333333334,0.23843,0.13843,884.0
1080,24.166666666666668,182.8571428571429,0.22023,0.12023,724.0
1095,24.166666666666668,145.55555555555554,0.23843,0.13843,611.0
1110,5.0,142.30769230769232,0.25127,0.15127,498.0
1125,1.5,141.875,0.2534799999999999,0.1534799999999999,385.0
1140,1.5,185.0,0.24915,0.14857863,272.0
1155,1.5,135.0,0.2518199999999999,0.15102736,221.5
1170,1.5,140.0,0.25421,0.1533877599999999,171.0
1185,1.5,147.5,0.27,0.1688905,120.5
1200,1.5,185.625,0.2534799999999999,0.15292606,70.0
1215,1.5,161.33333333333334,0.25421,0.15374481,71.75
1230,0.0,149.23076923076923,0.26,0.15935972,0.0
1245,0.0,145.0,0.25421,0.15374553,0.0
1260,0.0,152.72727272727272,0.25281,0.15191692,0.0
1275,0.0,183.68421052631572,0.23948,0.13891295,0.0
1290,0.0,190.0,0.23942,0.13922662,0.0
1305,0.0,243.3333333333333,0.23843,0.13825863,0.0
1320,0.0,305.0,0.25115,0.15115,0.0
1335,0.0,364.2857142857143,0.23843,0.13843,0.0
1350,0.0,274.61538461538464,0.23843,0.13843,0.0
1365,0.0,243.07692307692307,0.2295,0.1295,0.0
1380,0.0,273.1666666666667,0.23843,0.13843,0.0
1395,0.0,256.6666666666667,0.2328899999999999,0.1328899999999999,0.0
1410,0.0,210.0,0.22132,0.12132,0.0
1425,0.0,193.3333333333333,0.21648,0.11648,0.0
1440,0.0,192.30769230769232,0.24218588,0.14218588,0.0
1455,0.0,207.3684210526316,0.24003,0.14003,0.0
1470,0.0,211.25,0.23935412,0.13935412,0.0
1485,0.0,120.0,0.23843,0.13843,0.0
1500,0.0,152.0,0.23843,0.13843,0.0
1515,0.0,164.73684210526315,0.23514298,0.13514298,0.0
1530,0.0,240.28571428571428,0.23299215,0.13299215,0.0
1545,0.0,189.0909090909091,0.23062152,0.13062152,0.0
1560,0.0,210.8333333333333,0.23323,0.13323,0.0
1575,0.0,179.23076923076923,0.23367032,0.13367032,0.0
1590,0.0,185.0,0.22834,0.12834,0.0
1605,0.0,137.85714285714286,0.22515968,0.12515968,0.0
1620,0.0,176.92307692307693,0.233,0.133,0.0
