timestamp,pv_power,house_load,tariff_price,prod_price,forecast_pv_power,load_forecast
2026-05-31 00:00:00,0.0,266.82375263704085,0.251,0.151,0.0,206.57142833333333
2026-05-31 00:00:30,0.0,175.83729462375175,0.251,0.151,0.0,207.18969508196722
2026-05-31 00:01:00,0.0,257.03591901742277,0.251,0.151,0.0,207.81105967741937
2026-05-31 00:01:30,0.0,262.5502616668544,0.251,0.151,0.0,208.43537460317458
2026-05-31 00:02:00,0.0,175.66636152869887,0.251,0.151,0.0,209.0625
2026-05-31 00:02:30,0.0,285.2886841225809,0.251,0.151,0.0,209.69230769230768
2026-05-31 00:03:00,0.0,171.2672312666519,0.251,0.151,0.0,210.15151515151516
2026-05-31 00:03:30,0.0,241.68430569907383,0.251,0.151,0.0,210.7462686567164
2026-05-31 00:04:00,0.0,286.6414679536275,0.251,0.151,0.0,211.47058823529412
2026-05-31 00:04:30,0.0,178.6159908839706,0.251,0.151,0.0,211.8840579710145
2026-05-31 00:05:00,0.0,233.60998530531032,0.251,0.151,0.0,212.27731142857144
2026-05-31 00:05:30,0.0,241.80955218558034,0.251,0.151,0.0,212.6512014084507
2026-05-31 00:06:00,0.0,226.93940302055478,0.251,0.151,0.0,213.00653611111113
2026-05-31 00:06:30,0.0,245.7432114514167,0.251,0.151,0.0,213.3440780821918
2026-05-31 00:07:00,0.0,222.37031660513645,0.251,0.151,0.0,213.6645472972973
2026-05-31 00:07:30,0.0,193.3208944708023,0.251,0.151,0.0,213.968628
2026-05-31 00:08:00,0.0,156.1935649752176,0.251,0.151,0.0,214.25696710526316
2026-05-31 00:08:30,0.0,178.05281564724677,0.251,0.151,0.0,214.53017662337663
2026-05-31 00:09:00,0.0,193.94024948528534,0.251,0.151,0.0,214.78883974358976
2026-05-31 00:09:30,0.0,259.2988576436079,0.251,0.151,0.0,215.03350759493668
2026-05-31 00:10:00,0.0,224.19199709554238,0.251,0.151,0.0,215.26470625000002
2026-05-31 00:10:30,0.0,173.80151153474722,0.251,0.151,0.0,215.48293456790122
2026-05-31 00:11:00,0.0,214.92096690878287,0.251,0.151,0.0,215.68866585365853
2026-05-31 00:11:30,0.0,210.8215501912549,0.251,0.151,0.0,215.88235301204818
2026-05-31 00:12:00,0.0,216.5729734055265,0.251,0.151,0.0,216.0644261904762
2026-05-31 00:12:30,0.0,250.7296541137333,0.251,0.151,0.0,216.23529411764707
