timestamp,pv_power,house_load,tariff_price,prod_price,forecast_pv_power,load_forecast
2026-05-30 00:00:00,0.0,266.82375263704085,0.26,0.16,0.0,227.96080497838386
2026-05-30 00:00:30,0.0,175.83729462375175,0.26,0.16,0.0,228.4478588188941
2026-05-30 00:01:00,0.0,257.03591901742277,0.26,0.16,0.0,227.7884367034312
2026-05-30 00:01:30,0.0,262.5502616668544,0.26,0.16,0.0,228.60373045054186
2026-05-30 00:02:00,0.0,175.66636152869887,0.26,0.16,0.0,229.51608063698004
2026-05-30 00:02:30,0.0,285.2886841225809,0.26,0.16,0.0,228.38588981879562
2026-05-30 00:03:00,0.0,171.2672312666519,0.26,0.16,0.0,227.34532223330683
2026-05-30 00:03:30,0.0,241.68430569907383,0.26,0.16,0.0,227.12055895069753
2026-05-30 00:04:00,0.0,286.6414679536275,0.26,0.16,0.0,228.06607848272165
2026-05-30 00:04:30,0.0,178.6159908839706,0.26,0.16,0.0,227.75503789031467
2026-05-30 00:05:00,0.0,233.60998530531032,0.26,0.16,0.0,227.54045664689102
2026-05-30 00:05:30,0.0,241.80955218558034,0.26,0.16,0.0,227.81540301604838
2026-05-30 00:06:00,0.0,226.93940302055478,0.26,0.16,0.0,227.57883851179653
2026-05-30 00:06:30,0.0,245.7432114514167,0.26,0.16,0.0,226.76371183456556
2026-05-30 00:07:00,0.0,222.37031660513645,0.26,0.16,0.0,225.88154097282265
2026-05-30 00:07:30,0.0,193.3208944708023,0.26,0.16,0.0,225.1588958015613
2026-05-30 00:08:00,0.0,156.1935649752176,0.26,0.16,0.0,225.19455672009863
2026-05-30 00:08:30,0.0,178.05281564724677,0.26,0.16,0.0,224.92043625136955
2026-05-30 00:09:00,0.0,193.94024948528534,0.26,0.16,0.0,225.72851146165848
2026-05-30 00:09:30,0.0,259.2988576436079,0.26,0.16,0.0,224.84166401068597
2026-05-30 00:10:00,0.0,224.19199709554238,0.26,0.16,0.0,224.0889406503223
2026-05-30 00:10:30,0.0,173.80151153474722,0.26,0.16,0.0,223.99630552190476
2026-05-30 00:11:00,0.0,214.92096690878287,0.26,0.16,0.0,224.73267707341873
2026-05-30 00:11:30,0.0,210.8215501912549,0.26,0.16,0.0,224.42012136794276
2026-05-30 00:12:00,0.0,216.5729734055265,0.26,0.16,0.0,224.73451574751644
2026-05-30 00:12:30,0.0,250.7296541137333,0.26,0.16,0.0,224.25879996350113
2026-05-30 00:13:00,0.0,194.7687349438027,0.26,0.16,0.0,224.44924830448412
2026-05-30 00:13:30,0.0,205.4180504066117,0.26,0.16,0.0,224.4826322679409
2026-05-30 00:14:00,0.0,234.8248786402296,0.26,0.16,0.0,224.97269344290808
2026-05-30 00:14:30,0.0,157.6660006141668,0.26,0.16,0.0,224.4628173997548
2026-05-30 00:15:00,0.0,210.89770989330788,0.2582,0.1582,0.0,223.85262487180447
2026-05-30 00:15:30,0.0,262.8265948616613,0.2582,0.1582,0.0,224.2051765256925
2026-05-30 00:16:00,0.0,291.60021634253553,0.2582,0.1582,0.0,223.61473901244298
2026-05-30 00:16:30,0.0,170.54597508146134,0.2582,0.1582,0.0,224.07723358367284
2026-05-30 00:17:00,0.0,235.96884100728727,0.2582,0.1582,0.0,224.06420501206645
2026-05-30 00:17:30,0.0,244.09132386361114,0.2582,0.1582,0.0,224.77988010656563
2026-05-30 00:18:00,0.0,256.6241106251289,0.2582,0.1582,0.0,224.40217410467235
2026-05-30 00:18:30,0.0,293.6008521908389,0.2582,0.1582,0.0,223.71291429868165
2026-05-30 00:19:00,0.0,196.66184166337254,0.2582,0.1582,0.0,224.10573678771917
2026-05-30 00:19:30,0.0,175.64848812801773,0.2582,0.1582,0.0,223.88122006353476
2026-05-30 00:20:00,0.0,243.5364607101289,0.2582,0.1582,0.0,223.83794298483
2026-05-30 00:20:30,0.0,277.18224972059346,0.2582,0.1582,0.0,223.37878939538248
2026-05-30 00:21:00,0.0,295.10272595712433,0.2582,0.1582,0.0,223.68401344170618
2026-05-30 00:21:30,0.0,228.5478186052257,0.2582,0.1582,0.0,223.27652461361063
2026-05-30 00:22:00,0.0,164.5385238295699,0.2582,0.1582,0.0,223.6376593836509
2026-05-30 00:22:30,0.0,293.1421988914907,0.2582,0.1582,0.0,223.0344931816927
2026-05-30 00:23:00,0.0,272.4620048347307,0.2582,0.1582,0.0,222.60461735028952
2026-05-30 00:23:30,0.0,234.00966750768384,0.2582,0.1582,0.0,222.66542928781703
2026-05-30 00:24:00,0.0,154.8095016204579,0.2582,0.1582,0.0,222.25298004677438
2026-05-30 00:24:30,0.0,263.9927843540138,0.2582,0.1582,0.0,222.7091914716223
2026-05-30 00:25:00,0.0,179.745075903766,0.2582,0.1582,0.0,223.08906876014467
2026-05-30 00:25:30,0.0,257.8062030123396,0.2582,0.1582,0.0,223.27346869991163
2026-05-30 00:26:00,0.0,244.8063505092303,0.2582,0.1582,0.0,223.59154944388646
2026-05-30 00:26:30,0.0,279.1785660929104,0.2582,0.1582,0.0,223.8092544780312
2026-05-30 00:27:00,0.0,211.59703031622982,0.2582,0.1582,0.0,223.92513617941222
2026-05-30 00:27:30,0.0,223.25916194472325,0.2582,0.1582,0.0,224.10651256722502
